ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,PRODUCTLINE,MSRP,PRODUCTCODE,COUNTRY,DEALSIZE
10164,24,109.79,1,2634.96,21-10-2018,Trucks and Buses,96,S32_1268,Austria,Small
10175,22,110.76,8,2436.72,06-11-2018,Trucks and Buses,96,S32_1268,UK,Small
10184,46,100.16,13,4607.36,14-11-2018,Trucks and Buses,96,S32_1268,Spain,Medium
10194,37,97.27,3,3598.99,25-11-2018,Trucks and Buses,96,S32_1268,France,Medium
10207,49,80.9,14,3964.1,09-12-2018,Trucks and Buses,96,S32_1268,USA,Medium
10217,21,106.9,3,2244.9,04-02-2019,Trucks and Buses,96,S32_1268,Singapore,Small
10229,25,111.72,8,2793,11-03-2019,Trucks and Buses,96,S32_1268,USA,Small
10245,37,111.72,1,4133.64,04-05-2019,Trucks and Buses,96,S32_1268,USA,Medium
10259,45,86.68,11,3900.6,15-06-2019,Trucks and Buses,96,S32_1268,Singapore,Medium
10270,32,85.72,1,2743.04,19-07-2019,Trucks and Buses,96,S32_1268,Australia,Small
10281,29,82.83,8,2402.07,19-08-2019,Trucks and Buses,96,S32_1268,USA,Small
10291,26,83.79,3,2178.54,08-09-2019,Trucks and Buses,96,S32_1268,Sweden,Small
10305,28,112.68,12,3155.04,13-10-2019,Trucks and Buses,96,S32_1268,USA,Medium
10313,27,87.64,6,2366.28,22-10-2019,Trucks and Buses,96,S32_1268,Canada,Small
10324,20,98.18,11,1963.6,05-11-2019,Trucks and Buses,96,S32_1268,USA,Small
10335,44,107.87,1,4746.28,19-11-2019,Trucks and Buses,96,S32_1268,USA,Medium
10348,42,152.07,3,6386.94,01-11-2019,Trucks and Buses,96,S32_1268,Spain,Medium
10358,41,108,1,4428,10-12-2019,Trucks and Buses,96,S32_1268,Spain,Medium
10371,26,155.54,1,4044.04,23-01-2020,Trucks and Buses,96,S32_1268,USA,Medium
10382,26,104.17,6,2708.42,17-02-2020,Trucks and Buses,96,S32_1268,USA,Small
10411,26,111.72,1,2904.72,01-05-2020,Trucks and Buses,96,S32_1268,Canada,Small
10425,41,86.68,11,3553.88,31-05-2020,Trucks and Buses,96,S32_1268,France,Medium
10107,20,92.9,8,1858,24-02-2018,Motorcycles,99,S32_1374,USA,Small
10120,22,111.88,6,2461.36,29-04-2018,Motorcycles,99,S32_1374,Australia,Small
10133,23,114.87,1,2642.01,27-06-2018,Motorcycles,99,S32_1374,Spain,Small
10145,33,93.9,12,3098.7,25-08-2018,Motorcycles,99,S32_1374,USA,Medium
10168,28,115.87,7,3244.36,28-10-2018,Motorcycles,99,S32_1374,USA,Medium
10188,44,98.89,7,4351.16,18-11-2018,Motorcycles,99,S32_1374,Norway,Medium
10210,46,79.91,5,3675.86,12-01-2019,Motorcycles,99,S32_1374,Japan,Medium
10223,21,117.87,7,2475.27,20-02-2019,Motorcycles,99,S32_1374,Australia,Small
10235,41,101.89,1,4177.49,02-04-2019,Motorcycles,99,S32_1374,Canada,Medium
10250,31,105.88,2,3282.28,11-05-2019,Motorcycles,99,S32_1374,USA,Medium
10263,31,79.91,8,2477.21,28-06-2019,Motorcycles,99,S32_1374,USA,Small
10275,23,81.91,7,1883.93,23-07-2019,Motorcycles,99,S32_1374,France,Small
10285,37,98.89,12,3658.93,27-08-2019,Motorcycles,99,S32_1374,USA,Medium
10297,26,109.88,2,2856.88,16-09-2019,Motorcycles,99,S32_1374,Ireland,Small
10308,24,79.91,5,1917.84,15-10-2019,Motorcycles,99,S32_1374,USA,Small
10318,47,112.88,7,5305.36,02-11-2019,Motorcycles,99,S32_1374,USA,Medium
10329,45,63.91,11,2875.95,15-11-2019,Motorcycles,99,S32_1374,USA,Small
10340,55,117.87,2,6482.85,24-11-2019,Motorcycles,99,S32_1374,Spain,Medium
10353,46,81.17,5,3733.82,04-12-2019,Motorcycles,99,S32_1374,USA,Medium
10363,50,131.53,2,6576.5,06-01-2020,Motorcycles,99,S32_1374,Finland,Medium
10375,37,171.71,3,6353.27,03-02-2020,Motorcycles,99,S32_1374,France,Medium
10387,44,94.9,1,4175.6,02-03-2020,Motorcycles,99,S32_1374,Singapore,Medium
10401,49,101.89,1,4992.61,03-04-2020,Motorcycles,99,S32_1374,USA,Medium
10416,45,105.88,2,4764.6,10-05-2020,Motorcycles,99,S32_1374,Italy,Medium
10108,27,43.45,13,1173.15,03-03-2018,Motorcycles,40,S32_2206,Philippines,Small
10122,31,44.66,17,1384.46,08-05-2018,Motorcycles,40,S32_2206,France,Small
10135,33,40.23,14,1327.59,02-07-2018,Motorcycles,40,S32_2206,USA,Small
10145,31,35.8,1,1109.8,25-08-2018,Motorcycles,40,S32_2206,USA,Small
10169,26,39.83,9,1035.58,04-11-2018,Motorcycles,40,S32_2206,Australia,Small
10180,34,45.46,4,1545.64,11-11-2018,Motorcycles,40,S32_2206,France,Small
10190,46,32.99,1,1517.54,19-11-2018,Motorcycles,40,S32_2206,Spain,Small
10211,41,42.24,9,1731.84,15-01-2019,Motorcycles,40,S32_2206,France,Small
10224,43,39.43,2,1695.49,21-02-2019,Motorcycles,40,S32_2206,France,Small
10237,26,40.23,2,1045.98,05-04-2019,Motorcycles,40,S32_2206,USA,Small
10252,36,48.28,6,1738.08,26-05-2019,Motorcycles,40,S32_2206,France,Small
10264,20,32.59,4,651.8,30-06-2019,Motorcycles,40,S32_2206,USA,Small
10276,27,36.61,10,988.47,02-08-2019,Motorcycles,40,S32_2206,USA,Small
10285,37,41.03,1,1518.11,27-08-2019,Motorcycles,40,S32_2206,USA,Small
10299,24,42.24,4,1013.76,30-09-2019,Motorcycles,40,S32_2206,Finland,Small
10310,36,43.05,17,1549.8,16-10-2019,Motorcycles,40,S32_2206,Germany,Small
10319,29,38.22,5,1108.38,03-11-2019,Motorcycles,40,S32_2206,USA,Small
10331,28,146.52,3,4102.56,17-11-2019,Motorcycles,40,S32_2206,USA,Medium
10343,29,128.04,5,3713.16,24-11-2019,Motorcycles,40,S32_2206,France,Medium
10355,38,39.83,10,1513.54,07-12-2019,Motorcycles,40,S32_2206,Spain,Small
10364,48,48.28,1,2317.44,06-01-2020,Motorcycles,40,S32_2206,France,Small
10378,40,82.46,1,3298.4,10-02-2020,Motorcycles,40,S32_2206,Spain,Medium
10390,41,44.56,11,1826.96,04-03-2020,Motorcycles,40,S32_2206,USA,Small
10403,30,40.23,2,1206.9,08-04-2020,Motorcycles,40,S32_2206,UK,Small
10104,35,47.62,11,1666.7,31-01-2018,Trucks and Buses,54,S32_2509,Spain,Small
10114,28,55.73,2,1560.44,01-04-2018,Trucks and Buses,54,S32_2509,France,Small
10127,45,51.95,13,2337.75,03-06-2018,Trucks and Buses,54,S32_2509,USA,Small
10141,24,45.99,7,1103.76,01-08-2018,Trucks and Buses,54,S32_2509,Finland,Small
10151,41,63.85,5,2617.85,21-09-2018,Trucks and Buses,54,S32_2509,Finland,Small
10165,48,45.99,14,2207.52,22-10-2018,Trucks and Buses,54,S32_2509,Singapore,Small
10175,50,63.31,3,3165.5,06-11-2018,Trucks and Buses,54,S32_2509,UK,Medium
10184,33,62.77,8,2071.41,14-11-2018,Trucks and Buses,54,S32_2509,Spain,Small
10195,32,43.29,8,1385.28,25-11-2018,Trucks and Buses,54,S32_2509,USA,Small
10207,27,60.06,9,1621.62,09-12-2018,Trucks and Buses,54,S32_2509,USA,Small
10219,35,55.19,4,1931.65,10-02-2019,Trucks and Buses,54,S32_2509,USA,Small
10229,23,54.11,3,1244.53,11-03-2019,Trucks and Buses,54,S32_2509,USA,Small
10246,35,48.7,7,1704.5,05-05-2019,Trucks and Buses,54,S32_2509,Spain,Small
10259,40,43.83,6,1753.2,15-06-2019,Trucks and Buses,54,S32_2509,Singapore,Small
10271,35,47.62,7,1666.7,20-07-2019,Trucks and Buses,54,S32_2509,USA,Small
10281,31,55.19,3,1710.89,19-08-2019,Trucks and Buses,54,S32_2509,USA,Small
10292,50,46.53,10,2326.5,08-09-2019,Trucks and Buses,54,S32_2509,USA,Small
10305,40,57.9,7,2316,13-10-2019,Trucks and Buses,54,S32_2509,USA,Small
10313,38,45.45,1,1727.1,22-10-2019,Trucks and Buses,54,S32_2509,Canada,Small
10325,38,232.74,3,8844.12,05-11-2019,Trucks and Buses,54,S32_2509,Norway,Large
10335,40,60.6,3,2424,19-11-2019,Trucks and Buses,54,S32_2509,USA,Small
10349,33,46.53,1,1535.49,01-12-2019,Trucks and Buses,54,S32_2509,USA,Small
10359,36,176.63,3,6358.68,15-12-2019,Trucks and Buses,54,S32_2509,France,Medium
10371,20,66.47,2,1329.4,23-01-2020,Trucks and Buses,54,S32_2509,USA,Small
10383,32,53.18,5,1701.76,22-02-2020,Trucks and Buses,54,S32_2509,Spain,Small
10394,36,62.77,3,2259.72,15-03-2020,Trucks and Buses,54,S32_2509,Spain,Small
10412,19,48.7,7,925.3,03-05-2020,Trucks and Buses,54,S32_2509,Spain,Small
10425,11,43.83,6,482.13,31-05-2020,Trucks and Buses,54,S32_2509,France,Small
10104,49,65.87,4,3227.63,31-01-2018,Trains,62,S32_3207,Spain,Medium
10116,27,63.38,1,1711.26,11-04-2018,Trains,62,S32_3207,Belgium,Small
10127,29,70.84,6,2054.36,03-06-2018,Trains,62,S32_3207,USA,Small
10142,42,74.57,16,3131.94,08-08-2018,Trains,62,S32_3207,USA,Medium
10152,33,50.95,2,1681.35,25-09-2018,Trains,62,S32_3207,Australia,Small
10165,44,53.44,7,2351.36,22-10-2018,Trains,62,S32_3207,Singapore,Small
10176,22,64,6,1408,06-11-2018,Trains,62,S32_3207,Italy,Small
10184,48,50.95,1,2445.6,14-11-2018,Trains,62,S32_3207,Spain,Small
10195,33,54.68,1,1804.44,25-11-2018,Trains,62,S32_3207,USA,Small
10207,45,56.55,2,2544.75,09-12-2018,Trains,62,S32_3207,USA,Small
10220,20,52.82,6,1056.4,12-02-2019,Trains,62,S32_3207,Ireland,Small
10230,46,60.9,4,2801.4,15-03-2019,Trains,62,S32_3207,Germany,Small
10247,40,49.71,6,1988.4,05-05-2019,Trains,62,S32_3207,Finland,Small
10272,45,64.63,6,2908.35,20-07-2019,Trains,62,S32_3207,USA,Small
10282,36,59.65,9,2147.4,20-08-2019,Trains,62,S32_3207,USA,Small
10292,31,67.73,3,2099.63,08-09-2019,Trains,62,S32_3207,USA,Small
10306,46,50.33,17,2315.18,14-10-2019,Trains,62,S32_3207,UK,Small
10314,35,66.49,9,2327.15,22-10-2019,Trains,62,S32_3207,Denmark,Small
10325,28,192.05,2,5377.4,05-11-2019,Trains,62,S32_3207,Norway,Medium
10336,31,84.71,9,2626.01,20-11-2019,Trains,62,S32_3207,France,Small
10350,27,163.2,14,4406.4,02-12-2019,Trains,62,S32_3207,Spain,Medium
10359,22,195.51,1,4301.22,15-12-2019,Trains,62,S32_3207,France,Medium
10371,30,99.55,11,2986.5,23-01-2020,Trains,62,S32_3207,USA,Small
10383,44,36.07,8,1587.08,22-02-2020,Trains,62,S32_3207,Spain,Small
10394,30,60.28,4,1808.4,15-03-2020,Trains,62,S32_3207,Spain,Small
10413,24,49.71,6,1193.04,05-05-2020,Trains,62,S32_3207,USA,Small
10103,45,75.63,7,3403.35,29-01-2018,Trucks and Buses,64,S32_3522,Norway,Medium
10113,23,68.52,1,1575.96,26-03-2018,Trucks and Buses,64,S32_3522,USA,Small
10126,26,62.7,7,1630.2,28-05-2018,Trucks and Buses,64,S32_3522,Spain,Small
10140,28,60.76,7,1701.28,24-07-2018,Trucks and Buses,64,S32_3522,USA,Small
10150,49,58.18,4,2850.82,19-09-2018,Trucks and Buses,64,S32_3522,Singapore,Small
10164,49,54.94,5,2692.06,21-10-2018,Trucks and Buses,64,S32_3522,Austria,Small
10175,29,74.98,12,2174.42,06-11-2018,Trucks and Buses,64,S32_3522,UK,Small
10183,49,64.64,4,3167.36,13-11-2018,Trucks and Buses,64,S32_3522,USA,Medium
10194,39,54.94,7,2142.66,25-11-2018,Trucks and Buses,64,S32_3522,France,Small
10206,36,58.82,2,2117.52,05-12-2018,Trucks and Buses,64,S32_3522,Canada,Small
10217,39,62.05,7,2419.95,04-02-2019,Trucks and Buses,64,S32_3522,Singapore,Small
10229,30,73.04,12,2191.2,11-03-2019,Trucks and Buses,64,S32_3522,USA,Small
10245,44,69.16,5,3043.04,04-05-2019,Trucks and Buses,64,S32_3522,USA,Medium
10258,20,61.41,2,1228.2,15-06-2019,Trucks and Buses,64,S32_3522,Japan,Small
10270,21,63.35,5,1330.35,19-07-2019,Trucks and Buses,64,S32_3522,Australia,Small
10281,36,77.57,12,2792.52,19-08-2019,Trucks and Buses,64,S32_3522,USA,Small
10291,32,71.75,7,2296,08-09-2019,Trucks and Buses,64,S32_3522,Sweden,Small
10304,36,73.04,2,2629.44,11-10-2019,Trucks and Buses,64,S32_3522,France,Small
10313,34,56.24,10,1912.16,22-10-2019,Trucks and Buses,64,S32_3522,Canada,Small
10324,48,171.03,4,8209.44,05-11-2019,Trucks and Buses,64,S32_3522,USA,Large
10348,31,101.29,5,3139.99,01-11-2019,Trucks and Buses,64,S32_3522,Spain,Medium
10358,36,157.49,2,5669.64,10-12-2019,Trucks and Buses,64,S32_3522,Spain,Medium
10370,25,126.41,3,3160.25,20-01-2020,Trucks and Buses,64,S32_3522,Australia,Medium
10382,48,141.66,8,6799.68,17-02-2020,Trucks and Buses,64,S32_3522,USA,Medium
10411,27,69.16,5,1867.32,01-05-2020,Trucks and Buses,64,S32_3522,Canada,Small
10424,44,61.41,2,2702.04,31-05-2020,Trucks and Buses,64,S32_3522,Spain,Small
10106,33,72.92,5,2406.36,17-02-2018,Vintage Cars,68,S32_4289,Italy,Small
10120,29,72.23,11,2094.67,29-04-2018,Vintage Cars,68,S32_4289,Australia,Small
10133,49,57.1,6,2797.9,27-06-2018,Vintage Cars,68,S32_4289,Spain,Small
10144,20,81.86,1,1637.2,13-08-2018,Vintage Cars,68,S32_4289,Belgium,Small
10168,31,73.61,12,2281.91,28-10-2018,Vintage Cars,68,S32_4289,USA,Small
10210,39,59.16,10,2307.24,12-01-2019,Vintage Cars,68,S32_4289,Japan,Small
10223,20,66.04,12,1320.8,20-02-2019,Vintage Cars,68,S32_4289,Australia,Small
10235,34,77.73,6,2642.82,02-04-2019,Vintage Cars,68,S32_4289,Canada,Small
10250,50,61.22,7,3061,11-05-2019,Vintage Cars,68,S32_4289,USA,Medium
10262,40,79.11,2,3164.4,24-06-2019,Vintage Cars,68,S32_4289,Spain,Medium
10275,28,63.97,12,1791.16,23-07-2019,Vintage Cars,68,S32_4289,France,Small
10284,50,81.86,4,4093,21-08-2019,Vintage Cars,68,S32_4289,Norway,Medium
10297,28,79.8,7,2234.4,16-09-2019,Vintage Cars,68,S32_4289,Ireland,Small
10308,46,66.04,10,3037.84,15-10-2019,Vintage Cars,68,S32_4289,USA,Medium
10316,24,59.16,2,1419.84,01-11-2019,Vintage Cars,68,S32_4289,UK,Small
10328,24,81.17,5,1948.08,12-11-2019,Vintage Cars,68,S32_4289,Italy,Small
10340,39,59.16,3,2307.24,24-11-2019,Vintage Cars,68,S32_4289,Spain,Small
10353,40,44.51,7,1780.4,04-12-2019,Vintage Cars,68,S32_4289,USA,Small
10361,49,72.33,2,3544.17,17-12-2019,Vintage Cars,68,S32_4289,Australia,Medium
10375,44,82.26,4,3619.44,03-02-2020,Vintage Cars,68,S32_4289,France,Medium
10388,35,111.97,8,3918.95,03-03-2020,Vintage Cars,68,S32_4289,USA,Medium
10398,22,67.41,4,1483.02,30-03-2020,Vintage Cars,68,S32_4289,France,Small
10401,62,77.73,6,4819.26,03-04-2020,Vintage Cars,68,S32_4289,USA,Medium
10416,26,61.22,7,1591.72,10-05-2020,Vintage Cars,68,S32_4289,Italy,Small
10108,31,118.38,16,3669.78,03-03-2018,Motorcycles,102,S32_4485,Philippines,Medium
10121,25,86.74,3,2168.5,07-05-2018,Motorcycles,102,S32_4485,France,Small
10135,30,89.8,17,2694,02-07-2018,Motorcycles,102,S32_4485,USA,Small
10145,27,120.42,4,3251.34,25-08-2018,Motorcycles,102,S32_4485,USA,Medium
10169,34,115.32,12,3920.88,04-11-2018,Motorcycles,102,S32_4485,Australia,Medium
10180,22,114.3,7,2514.6,11-11-2018,Motorcycles,102,S32_4485,France,Small
10190,42,85.72,4,3600.24,19-11-2018,Motorcycles,102,S32_4485,Spain,Medium
10211,37,109.19,12,4040.03,15-01-2019,Motorcycles,102,S32_4485,France,Medium
10224,30,111.23,5,3336.9,21-02-2019,Motorcycles,102,S32_4485,France,Medium
10237,27,115.32,5,3113.64,05-04-2019,Motorcycles,102,S32_4485,USA,Medium
10252,25,113.28,9,2832,26-05-2019,Motorcycles,102,S32_4485,France,Small
10264,34,97.97,7,3330.98,30-06-2019,Motorcycles,102,S32_4485,USA,Medium
10276,38,113.28,13,4304.64,02-08-2019,Motorcycles,102,S32_4485,USA,Medium
10285,26,100.01,4,2600.26,27-08-2019,Motorcycles,102,S32_4485,USA,Small
10299,38,115.32,7,4382.16,30-09-2019,Motorcycles,102,S32_4485,Finland,Medium
10309,50,84.7,3,4235,15-10-2019,Motorcycles,102,S32_4485,Norway,Medium
10319,22,119.4,8,2626.8,03-11-2019,Motorcycles,102,S32_4485,USA,Small
10331,32,157.08,4,5026.56,17-11-2019,Motorcycles,102,S32_4485,USA,Medium
10341,31,71.02,4,2201.62,24-11-2019,Motorcycles,102,S32_4485,Austria,Small
10355,40,108.17,5,4326.8,07-12-2019,Motorcycles,102,S32_4485,Spain,Medium
10365,22,155.69,3,3425.18,07-01-2020,Motorcycles,102,S32_4485,USA,Medium
10375,41,114.68,15,4701.88,03-02-2020,Motorcycles,102,S32_4485,France,Medium
10390,45,48.98,12,2204.1,04-03-2020,Motorcycles,102,S32_4485,USA,Small
10403,45,115.32,5,5189.4,08-04-2020,Motorcycles,102,S32_4485,UK,Medium
10106,39,40.15,6,1565.85,17-02-2018,Vintage Cars,43,S50_1341,Italy,Small
10120,49,50.62,12,2480.38,29-04-2018,Vintage Cars,43,S50_1341,Australia,Small
10133,27,50.19,7,1355.13,27-06-2018,Vintage Cars,43,S50_1341,Spain,Small
10143,34,36.66,1,1246.44,10-08-2018,Vintage Cars,43,S50_1341,USA,Small
10156,20,41.02,1,820.4,08-10-2018,Vintage Cars,43,S50_1341,Spain,Small
10168,48,51.93,13,2492.64,28-10-2018,Vintage Cars,43,S50_1341,USA,Small
10199,29,38.4,1,1113.6,01-12-2018,Vintage Cars,43,S50_1341,USA,Small
10210,43,41.02,11,1763.86,12-01-2019,Vintage Cars,43,S50_1341,Japan,Small
10223,41,46.26,13,1896.66,20-02-2019,Vintage Cars,43,S50_1341,Australia,Small
10235,41,35.35,7,1449.35,02-04-2019,Vintage Cars,43,S50_1341,Canada,Small
10250,36,51.93,8,1869.48,11-05-2019,Vintage Cars,43,S50_1341,USA,Small
10262,49,37.97,3,1860.53,24-06-2019,Vintage Cars,43,S50_1341,Spain,Small
10275,38,45.39,13,1724.82,23-07-2019,Vintage Cars,43,S50_1341,France,Small
10284,33,51.93,5,1713.69,21-08-2019,Vintage Cars,43,S50_1341,Norway,Small
10296,26,48.44,1,1259.44,15-09-2019,Vintage Cars,43,S50_1341,Germany,Small
10308,47,43.64,11,2051.08,15-10-2019,Vintage Cars,43,S50_1341,USA,Small
10316,34,47.57,3,1617.38,01-11-2019,Vintage Cars,43,S50_1341,UK,Small
10328,34,51.93,7,1765.62,12-11-2019,Vintage Cars,43,S50_1341,Italy,Small
10340,40,50.62,4,2024.8,24-11-2019,Vintage Cars,43,S50_1341,Spain,Small
10353,40,82.21,8,3288.4,04-12-2019,Vintage Cars,43,S50_1341,USA,Medium
10361,33,82.59,3,2725.47,17-12-2019,Vintage Cars,43,S50_1341,Australia,Small
10375,49,65.8,5,3224.2,03-02-2020,Vintage Cars,43,S50_1341,France,Medium
10388,27,118.94,1,3211.38,03-03-2020,Vintage Cars,43,S50_1341,USA,Medium
10398,49,36.66,5,1796.34,30-03-2020,Vintage Cars,43,S50_1341,France,Small
10401,56,35.35,7,1979.6,03-04-2020,Vintage Cars,43,S50_1341,USA,Small
10416,37,51.93,8,1921.41,10-05-2020,Vintage Cars,43,S50_1341,Italy,Small
10104,33,112.28,7,3705.24,31-01-2018,Trucks and Buses,115,S50_1392,Spain,Medium
10115,27,105.33,3,2843.91,04-04-2018,Trucks and Buses,115,S50_1392,USA,Small
10127,46,134.27,9,6176.42,03-06-2018,Trucks and Buses,115,S50_1392,USA,Medium
10141,44,125.01,3,5500.44,01-08-2018,Trucks and Buses,115,S50_1392,Finland,Medium
10151,26,123.85,1,3220.1,21-09-2018,Trucks and Buses,115,S50_1392,Finland,Medium
10165,48,94.92,10,4556.16,22-10-2018,Trucks and Buses,115,S50_1392,Singapore,Medium
10176,23,135.43,9,3114.89,06-11-2018,Trucks and Buses,115,S50_1392,Italy,Medium
10184,45,109.96,4,4948.2,14-11-2018,Trucks and Buses,115,S50_1392,Spain,Medium
10195,49,105.33,4,5161.17,25-11-2018,Trucks and Buses,115,S50_1392,USA,Medium
10207,28,94.92,5,2657.76,09-12-2018,Trucks and Buses,115,S50_1392,USA,Small
10220,37,107.65,9,3983.05,12-02-2019,Trucks and Buses,115,S50_1392,Ireland,Medium
10230,34,116.91,7,3974.94,15-03-2019,Trucks and Buses,115,S50_1392,Germany,Medium
10246,22,133.11,3,2928.42,05-05-2019,Trucks and Buses,115,S50_1392,Spain,Small
10259,29,105.33,2,3054.57,15-06-2019,Trucks and Buses,115,S50_1392,Singapore,Medium
10271,34,98.39,3,3345.26,20-07-2019,Trucks and Buses,115,S50_1392,USA,Medium
10282,38,113.44,12,4310.72,20-08-2019,Trucks and Buses,115,S50_1392,USA,Medium
10292,41,121.54,6,4983.14,08-09-2019,Trucks and Buses,115,S50_1392,USA,Medium
10305,42,109.96,3,4618.32,13-10-2019,Trucks and Buses,115,S50_1392,USA,Medium
10314,28,121.54,12,3403.12,22-10-2019,Trucks and Buses,115,S50_1392,Denmark,Medium
10325,38,136.59,4,5190.42,05-11-2019,Trucks and Buses,115,S50_1392,Norway,Medium
10336,23,136.59,8,3141.57,20-11-2019,Trucks and Buses,115,S50_1392,France,Medium
10350,31,71.4,8,2213.4,02-12-2019,Trucks and Buses,115,S50_1392,Spain,Small
10359,46,106.45,2,4896.7,15-12-2019,Trucks and Buses,115,S50_1392,France,Medium
10371,48,56.55,10,2714.4,23-01-2020,Trucks and Buses,115,S50_1392,USA,Small
10383,29,106.45,13,3087.05,22-02-2020,Trucks and Buses,115,S50_1392,Spain,Medium
10395,46,123.76,4,5692.96,17-03-2020,Trucks and Buses,115,S50_1392,France,Medium
10412,26,133.11,3,3460.86,03-05-2020,Trucks and Buses,115,S50_1392,Spain,Medium
10425,18,105.33,2,1895.94,31-05-2020,Trucks and Buses,115,S50_1392,France,Small
10104,32,53.31,2,1705.92,31-01-2018,Trains,58,S50_1514,Spain,Small
10117,21,49.21,11,1033.41,16-04-2018,Trains,58,S50_1514,Singapore,Small
10127,46,69.12,4,3179.52,03-06-2018,Trains,58,S50_1514,USA,Medium
10142,42,49.79,14,2091.18,08-08-2018,Trains,58,S50_1514,USA,Small
10153,31,57.41,13,1779.71,28-09-2018,Trains,58,S50_1514,Spain,Small
10165,38,66.78,5,2537.64,22-10-2018,Trains,58,S50_1514,Singapore,Small
10176,38,64.44,4,2448.72,06-11-2018,Trains,58,S50_1514,Italy,Small
10185,20,48.62,15,972.4,14-11-2018,Trains,58,S50_1514,USA,Small
10196,46,62.09,7,2856.14,26-11-2018,Trains,58,S50_1514,USA,Small
10208,30,65.61,15,1968.3,02-01-2019,Trains,58,S50_1514,France,Small
10220,30,68.54,4,2056.2,12-02-2019,Trains,58,S50_1514,Ireland,Small
10230,43,52.14,2,2242.02,15-03-2019,Trains,58,S50_1514,Germany,Small
10247,49,63.85,4,3128.65,05-05-2019,Trains,58,S50_1514,Finland,Medium
10272,43,56.82,4,2443.26,20-07-2019,Trains,58,S50_1514,USA,Small
10282,37,66.78,7,2470.86,20-08-2019,Trains,58,S50_1514,USA,Small
10292,35,55.07,1,1927.45,08-09-2019,Trains,58,S50_1514,USA,Small
10306,34,60.34,15,2051.56,14-10-2019,Trains,58,S50_1514,UK,Small
10314,38,61.51,7,2337.38,22-10-2019,Trains,58,S50_1514,Denmark,Small
10325,44,134.84,7,5932.96,05-11-2019,Trains,58,S50_1514,Norway,Medium
10337,21,109.37,6,2296.77,21-11-2019,Trains,58,S50_1514,USA,Small
10350,44,147.52,17,6490.88,02-12-2019,Trains,58,S50_1514,Spain,Medium
10359,25,64.93,4,1623.25,15-12-2019,Trains,58,S50_1514,France,Small
10372,24,58.58,9,1405.92,26-01-2020,Trains,58,S50_1514,Japan,Small
10383,38,60.06,10,2282.28,22-02-2020,Trains,58,S50_1514,Spain,Small
10395,45,199.49,3,8977.05,17-03-2020,Trains,58,S50_1514,France,Large
10413,51,63.85,4,3256.35,05-05-2020,Trains,58,S50_1514,USA,Medium
10108,34,82.99,14,2821.66,03-03-2018,Motorcycles,81,S50_4713,Philippines,Small
10121,44,74.85,1,3293.4,07-05-2018,Motorcycles,81,S50_4713,France,Medium
10135,44,96,15,4224,02-07-2018,Motorcycles,81,S50_4713,USA,Medium
10145,38,81.36,2,3091.68,25-08-2018,Motorcycles,81,S50_4713,USA,Medium
10169,48,80.55,10,3866.4,04-11-2018,Motorcycles,81,S50_4713,Australia,Medium
10180,21,93.56,5,1964.76,11-11-2018,Motorcycles,81,S50_4713,France,Small
10190,40,66.72,2,2668.8,19-11-2018,Motorcycles,81,S50_4713,Spain,Small
10211,40,80.55,10,3222,15-01-2019,Motorcycles,81,S50_4713,France,Medium
10224,50,77.29,3,3864.5,21-02-2019,Motorcycles,81,S50_4713,France,Medium
10237,20,68.34,3,1366.8,05-04-2019,Motorcycles,81,S50_4713,USA,Small
10252,48,72.41,7,3475.68,26-05-2019,Motorcycles,81,S50_4713,France,Medium
10264,47,89.5,5,4206.5,30-06-2019,Motorcycles,81,S50_4713,USA,Medium
10276,21,70.78,11,1486.38,02-08-2019,Motorcycles,81,S50_4713,USA,Small
10285,39,78.92,2,3077.88,27-08-2019,Motorcycles,81,S50_4713,USA,Medium
10299,44,80.55,5,3544.2,30-09-2019,Motorcycles,81,S50_4713,Finland,Medium
10309,28,88.68,1,2483.04,15-10-2019,Motorcycles,81,S50_4713,Norway,Small
10319,45,77.29,6,3478.05,03-11-2019,Motorcycles,81,S50_4713,USA,Medium
10331,20,182.89,5,3657.8,17-11-2019,Motorcycles,81,S50_4713,USA,Medium
10341,38,123.22,3,4682.36,24-11-2019,Motorcycles,81,S50_4713,Austria,Medium
10356,26,151.45,4,3937.7,09-12-2019,Motorcycles,81,S50_4713,France,Medium
10365,44,113.28,2,4984.32,07-01-2020,Motorcycles,81,S50_4713,USA,Medium
10375,49,110.34,8,5406.66,03-02-2020,Motorcycles,81,S50_4713,France,Medium
10390,22,158.69,13,3491.18,04-03-2020,Motorcycles,81,S50_4713,USA,Medium
10403,31,68.34,3,2118.54,08-04-2020,Motorcycles,81,S50_4713,UK,Small
10105,41,70.67,5,2897.47,11-02-2018,Ships,66,S700_1138,Denmark,Small
10119,25,76.67,14,1916.75,28-04-2018,Ships,66,S700_1138,Austria,Small
10129,31,60,5,1860,12-06-2018,Ships,66,S700_1138,UK,Small
10142,41,64,2,2624,08-08-2018,Ships,66,S700_1138,USA,Small
10153,43,64.67,1,2780.81,28-09-2018,Ships,66,S700_1138,Spain,Small
10167,43,75.34,12,3239.62,23-10-2018,Ships,66,S700_1138,Sweden,Medium
10177,24,76,3,1824,07-11-2018,Ships,66,S700_1138,Spain,Small
10185,21,54,3,1134,14-11-2018,Ships,66,S700_1138,USA,Small
